,entrez,symbol,gene.name,logFC,logCPM,F,PValue,FDR
ENSMUSG00000054404,327978,Slfn5,schlafen 5,-0.52962564,3.686779719,6.674527663,0.013136501,0.173025566
ENSMUSG00000031570,71910,Plpp5,phospholipid phosphatase 5,-0.509153426,3.297368406,6.653790171,0.013269711,0.174017986
ENSMUSG00000001473,67951,Tubb6,"tubulin, beta 6 class V",-0.961388985,2.819885966,6.687972992,0.013271687,0.174017986
ENSMUSG00000072596,13587,Ear2,"eosinophil-associated, ribonuclease A family, member 2",-0.920555364,2.346420305,6.650949704,0.013288069,0.174017986
ENSMUSG00000021595,28114,Nsun2,NOL1/NOP2/Sun domain family member 2,0.394993802,5.378942892,6.650652022,0.013289994,0.174017986
ENSMUSG00000040234,67623,Tm7sf3,transmembrane 7 superfamily member 3,-0.415852996,6.268124522,6.650233251,0.013292704,0.174017986
ENSMUSG00000032249,11737,Anp32a,"acidic (leucine-rich) nuclear phosphoprotein 32 family, member A",0.424744067,6.399095038,6.644081714,0.013332569,0.1743278
ENSMUSG00000105987,433855,AI506816,expressed sequence AI506816,-1.44919829,1.572047102,6.658571649,0.01339127,0.174617895
ENSMUSG00000021222,73828,Dcaf4,DDB1 and CUL4 associated factor 4,-0.807307235,1.43540574,6.632486229,0.013408063,0.174617895
ENSMUSG00000029063,192185,Nadk,NAD kinase,-0.451218007,6.449248055,6.63427621,0.013443525,0.174617895
ENSMUSG00000060450,56736,Rnf14,ring finger protein 14,-0.273393159,5.491507112,6.626918076,0.013444477,0.174617895
ENSMUSG00000023070,19733,Rgn,regucalcin,0.410557755,9.416212972,6.626697475,0.013445922,0.174617895
ENSMUSG00000028469,230103,Npr2,natriuretic peptide receptor 2,0.585589671,5.197748181,6.668902811,0.013452117,0.174617895
ENSMUSG00000028437,67123,Ubap1,ubiquitin-associated protein 1,-0.359825135,4.60728066,6.618887961,0.013497178,0.174991729
ENSMUSG00000019935,216227,Slc17a8,"solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 8",0.514678761,4.58015124,6.616060643,0.013519924,0.175075689
ENSMUSG00000055067,69726,Smyd3,SET and MYND domain containing 3,-0.60550544,2.362846885,6.611125057,0.013548335,0.175104619
ENSMUSG00000028906,269587,Epb41,erythrocyte membrane protein band 4.1,0.374446469,5.88540157,6.610161155,0.013554702,0.175104619
ENSMUSG00000030483,13088,Cyp2b10,"cytochrome P450, family 2, subfamily b, polypeptide 10",-1.689311643,0.929934684,6.624755407,0.013595927,0.175235799
ENSMUSG00000026580,20344,Selp,"selectin, platelet",-1.252156334,1.160718706,6.60370527,0.013597425,0.175235799
ENSMUSG00000029192,100855,Tbc1d14,"TBC1 domain family, member 14",-0.619921819,2.830712494,6.587506166,0.013705261,0.17641425
ENSMUSG00000037053,12007,Azgp1,"alpha-2-glycoprotein 1, zinc",0.322309732,9.865985848,6.583818432,0.013729937,0.176520735
ENSMUSG00000021939,13030,Ctsb,cathepsin B,-0.306063451,8.63189462,6.579068141,0.013761794,0.176631618
ENSMUSG00000030313,320560,Dennd5b,DENN/MADD domain containing 5B,0.264042433,6.359440378,6.575404837,0.013786415,0.176631618
ENSMUSG00000004473,20256,Clec11a,"C-type lectin domain family 11, member a",-0.663576872,2.243322804,6.57519831,0.013787804,0.176631618
ENSMUSG00000047963,52331,Stbd1,starch binding domain 1,-0.436756663,5.218051232,6.570594199,0.013818818,0.176656692
ENSMUSG00000031503,12827,Col4a2,"collagen, type IV, alpha 2",-0.528126503,4.066484069,6.570034393,0.013822594,0.176656692
ENSMUSG00000021900,26363,Btd,biotinidase,0.316477538,4.913492766,6.549247927,0.013963587,0.178246931
ENSMUSG00000032359,13036,Ctsh,cathepsin H,0.228696756,8.320706689,6.534286432,0.014066021,0.179170957
ENSMUSG00000022139,105559,Mbnl2,muscleblind like splicing factor 2,-0.31887592,6.286395131,6.533813213,0.014069274,0.179170957
ENSMUSG00000032388,27965,Spg21,"SPG21, maspardin",-0.328669271,4.793304751,6.527653719,0.014111689,0.179498679
ENSMUSG00000038811,14710,Gngt2,"guanine nucleotide binding protein (G protein), gamma transducing activity polypeptide 2",-0.578552427,3.247437622,6.519874512,0.014165452,0.179649073
ENSMUSG00000022000,67302,Zc3h13,zinc finger CCCH type containing 13,0.362619471,4.972873193,6.518859083,0.014172486,0.179649073
ENSMUSG00000039533,75104,Mmd2,monocyte to macrophage differentiation-associated 2,-0.958925076,2.880977506,6.559194274,0.014173596,0.179649073
ENSMUSG00000034820,269061,Cpsf7,cleavage and polyadenylation specific factor 7,0.354402715,3.961881211,6.512923973,0.014213674,0.17994511
ENSMUSG00000058715,14127,Fcer1g,"Fc receptor, IgE, high affinity I, gamma polypeptide",-0.784969269,4.302004881,6.578152987,0.014255752,0.180265741
ENSMUSG00000044468,74645,Tent5c,terminal nucleotidyltransferase 5C,0.568920611,3.01683885,6.499995583,0.014303836,0.18066148
ENSMUSG00000030341,21937,Tnfrsf1a,"tumor necrosis factor receptor superfamily, member 1a",-0.2447365,6.087795578,6.479172681,0.014450343,0.182015694
ENSMUSG00000005982,74763,Naa60,"N(alpha)-acetyltransferase 60, NatF catalytic subunit",0.38628435,6.02372029,6.479042527,0.014451263,0.182015694
ENSMUSG00000026960,65103,Arl6ip6,ADP-ribosylation factor-like 6 interacting protein 6,0.585846863,2.602434357,6.473486499,0.014490628,0.182015694
ENSMUSG00000020659,104836,Cbll1,Casitas B-lineage lymphoma-like 1,0.326378966,3.852265636,6.473254163,0.014492277,0.182015694
ENSMUSG00000042572,70093,Ube2q1,ubiquitin-conjugating enzyme E2Q family member 1,-0.319978932,5.333543233,6.47183066,0.014502382,0.182015694
ENSMUSG00000034108,12460,Ccs,copper chaperone for superoxide dismutase,0.311034713,7.206051703,6.468043917,0.0145293,0.182015694
ENSMUSG00000019853,56016,Hebp2,heme binding protein 2,-1.580141832,0.7328813,6.468021936,0.014529456,0.182015694
ENSMUSG00000099083,223922,Atf7,activating transcription factor 7,0.479756823,3.500682556,6.462808359,0.014566605,0.182268882
ENSMUSG00000046574,233210,Prr12,proline rich 12,0.577433423,3.132308355,6.455909342,0.01461592,0.182398323
ENSMUSG00000034203,72170,Chchd4,coiled-coil-helix-coiled-coil-helix domain containing 4,-0.415273277,4.21931235,6.454791223,0.014623929,0.182398323
ENSMUSG00000040481,207165,Bptf,bromodomain PHD finger transcription factor,0.273944106,6.161866603,6.454251047,0.0146278,0.182398323
ENSMUSG00000020740,260302,Gga3,"golgi associated, gamma adaptin ear containing, ARF binding protein 3",0.541899378,2.513372181,6.450900146,0.014651837,0.182486599
ENSMUSG00000032369,22038,Plscr1,phospholipid scramblase 1,-1.250148714,3.409516913,6.547218978,0.014714241,0.182894094
ENSMUSG00000038188,380713,Scarf1,"scavenger receptor class F, member 1",-0.834979807,2.342874658,6.44163134,0.014718547,0.182894094
ENSMUSG00000024769,240505,Cdc42bpg,CDC42 binding protein kinase gamma (DMPK-like),-0.614345711,3.154401774,6.434376495,0.014770989,0.183334035
ENSMUSG00000023992,83433,Trem2,triggering receptor expressed on myeloid cells 2,-1.714669044,1.121425905,6.452726158,0.014826144,0.183806608
ENSMUSG00000043154,235542,Ppp2r3a,"protein phosphatase 2, regulatory subunit B'', alpha",0.463827147,4.156515766,6.419922769,0.014876064,0.184213258
ENSMUSG00000021466,19206,Ptch1,patched 1,0.450240246,3.859947356,6.41635277,0.01490214,0.184324052
ENSMUSG00000022037,12759,Clu,clusterin,0.271458964,10.40222605,6.410870468,0.014942279,0.184579177
ENSMUSG00000028106,75137,Rprd2,regulation of nuclear pre-mRNA domain containing 2,0.300314193,4.114445686,6.408168875,0.014962101,0.184579177
ENSMUSG00000022141,71175,Nipbl,NIPBL cohesin loading factor,0.259403462,6.373850432,6.403863517,0.014993749,0.184579177
ENSMUSG00000024118,72016,Tedc2,tubulin epsilon and delta complex 2,0.539383947,5.182814832,6.431589078,0.015002656,0.184579177
ENSMUSG00000024352,71242,Spata24,spermatogenesis associated 24,-0.95783445,1.641642992,6.401745816,0.015009342,0.184579177
ENSMUSG00000027536,66371,Chmp4c,charged multivesicular body protein 4C,-1.214025422,1.045695426,6.397825179,0.015038256,0.184579177
ENSMUSG00000028630,69181,Dyrk2,dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 2,0.311032608,6.168415522,6.392775679,0.015075584,0.184579177
ENSMUSG00000000915,29816,Hip1r,huntingtin interacting protein 1 related,0.538916735,3.337451316,6.387747667,0.015112851,0.184579177
ENSMUSG00000042506,216825,Usp22,ubiquitin specific peptidase 22,-0.368611125,5.186052006,6.384543546,0.015136651,0.184579177
ENSMUSG00000018387,71774,Shroom1,shroom family member 1,0.406498206,4.060058999,6.384016693,0.015140568,0.184579177
ENSMUSG00000029634,74132,Rnf6,ring finger protein (C3H2C3 type) 6,0.3948141,4.884605377,6.382970004,0.015148353,0.184579177
ENSMUSG00000025014,21673,Dntt,"deoxynucleotidyltransferase, terminal",-0.723632545,2.753136403,6.38097849,0.015163179,0.184579177
ENSMUSG00000003360,74351,Ddx23,DEAD (Asp-Glu-Ala-Asp) box polypeptide 23,0.488148184,2.962468833,6.380727742,0.015165046,0.184579177
ENSMUSG00000025178,84095,Pi4k2a,phosphatidylinositol 4-kinase type 2 alpha,0.304745933,5.409044082,6.37903893,0.015177632,0.184579177
ENSMUSG00000032690,246728,Oas2,2'-5' oligoadenylate synthetase 2,-1.241512784,1.122136385,6.376717967,0.015194947,0.184579177
ENSMUSG00000009647,215999,Mcu,mitochondrial calcium uniporter,0.451217363,4.814424193,6.376415188,0.015197208,0.184579177
ENSMUSG00000048186,209645,Bend7,BEN domain containing 7,0.48877543,3.686748869,6.36630084,0.015272922,0.185174862
ENSMUSG00000011752,18648,Pgam1,phosphoglycerate mutase 1,-0.288254723,7.814641328,6.365269059,0.015280669,0.185174862
ENSMUSG00000035632,232791,Cnot3,"CCR4-NOT transcription complex, subunit 3",0.387097634,4.806403018,6.361260521,0.015310804,0.185331343
ENSMUSG00000021928,68177,Ebpl,emopamil binding protein-like,-0.340924795,7.72567279,6.356362915,0.01534771,0.185443641
ENSMUSG00000044469,66443,Tnfaip8l1,"tumor necrosis factor, alpha-induced protein 8-like 1",0.38478185,5.496152911,6.355166746,0.015356738,0.185443641
ENSMUSG00000022883,19876,Robo1,roundabout guidance receptor 1,-0.949241065,2.188374429,6.35317539,0.01537178,0.185443641
ENSMUSG00000005233,66442,Spc25,"SPC25, NDC80 kinetochore complex component, homolog (S. cerevisiae)",-0.580093683,3.41910723,6.349238941,0.015401562,0.185579041
ENSMUSG00000026637,22033,Traf5,TNF receptor-associated factor 5,-0.549279521,2.754196691,6.347136328,0.015417495,0.185579041
ENSMUSG00000040963,11890,Asgr2,asialoglycoprotein receptor 2,0.29288061,6.881544451,6.342439816,0.015453147,0.185800354
ENSMUSG00000066415,77853,Msl2,MSL complex subunit 2,0.302773888,4.315440298,6.335938466,0.015502646,0.186187472
ENSMUSG00000038668,14745,Lpar1,lysophosphatidic acid receptor 1,-0.984470866,1.799206453,6.327981844,0.015563456,0.186473189
ENSMUSG00000052520,13109,Cyp2j5,"cytochrome P450, family 2, subfamily j, polypeptide 5",0.414239729,9.436324318,6.325862275,0.015579698,0.186473189
ENSMUSG00000041229,320595,Phf8,PHD finger protein 8,0.518577183,3.010835646,6.323141721,0.015600572,0.186473189
ENSMUSG00000028434,54357,Epb41l4b,erythrocyte membrane protein band 4.1 like 4b,0.477841925,5.681930232,6.337590314,0.015602432,0.186473189
ENSMUSG00000018501,20185,Ncor1,nuclear receptor co-repressor 1,0.26768742,7.959166413,6.321513562,0.015613079,0.186473189
ENSMUSG00000022811,22661,Zfp148,zinc finger protein 148,0.272764781,5.381769801,6.316329187,0.015652974,0.186742415
ENSMUSG00000026837,12831,Col5a1,"collagen, type V, alpha 1",-0.793744987,3.141116799,6.33010989,0.015715982,0.186839652
ENSMUSG00000030652,12850,Coq7,demethyl-Q 7,-0.334668488,5.015663491,6.305656584,0.015735448,0.186839652
ENSMUSG00000044749,76184,Abca6,"ATP-binding cassette, sub-family A (ABC1), member 6",0.249212596,5.626010106,6.304885788,0.015741422,0.186839652
ENSMUSG00000035093,70354,Secisbp2l,SECIS binding protein 2-like,-0.279190527,5.954072316,6.303226964,0.015754288,0.186839652
ENSMUSG00000050989,74777,Selenon,selenoprotein N,-0.881962073,0.824712599,6.301923273,0.015764407,0.186839652
ENSMUSG00000033083,210789,Tbc1d4,"TBC1 domain family, member 4",-0.639670329,2.635379623,6.301253692,0.015769607,0.186839652
ENSMUSG00000030562,50490,Nox4,NADPH oxidase 4,0.506180791,5.027919719,6.313365034,0.015782664,0.186839652
ENSMUSG00000018672,56358,Copz2,"coatomer protein complex, subunit zeta 2",-0.51998383,3.386497621,6.291569323,0.015845021,0.187371721
ENSMUSG00000024145,18701,Pigf,"phosphatidylinositol glycan anchor biosynthesis, class F",-0.649493177,1.664447811,6.285492121,0.015892542,0.18772738
ENSMUSG00000019838,72472,Slc16a10,"solute carrier family 16 (monocarboxylic acid transporters), member 10",0.464659655,5.351205484,6.284833174,0.015938531,0.187801815
ENSMUSG00000015112,50799,Slc25a13,"solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 13",0.265767315,7.711533264,6.278596682,0.015946646,0.187801815
ENSMUSG00000037331,73158,Larp1,"La ribonucleoprotein domain family, member 1",0.366595285,7.062047057,6.278017519,0.0159512,0.187801815
ENSMUSG00000029304,20750,Spp1,secreted phosphoprotein 1,-1.23619816,4.860010568,6.392245646,0.015996165,0.187929086
ENSMUSG00000026728,22352,Vim,vimentin,-0.866843946,5.191692207,6.37218336,0.015996937,0.187929086
ENSMUSG00000026473,14645,Glul,glutamate-ammonia ligase (glutamine synthetase),-0.486769358,9.687154339,6.283334322,0.01602329,0.188033393
ENSMUSG00000069495,227867,Epc2,enhancer of polycomb homolog 2,0.338012087,4.100190463,6.264936716,0.016054411,0.1880616
ENSMUSG00000026048,22592,Ercc5,"excision repair cross-complementing rodent repair deficiency, complementation group 5",0.445987608,3.72066394,6.264149418,0.016060646,0.1880616
ENSMUSG00000039016,30057,Timm8b,translocase of inner mitochondrial membrane 8B,-0.350800051,6.292510189,6.260484482,0.016089704,0.188197065
ENSMUSG00000045991,225631,Onecut2,"one cut domain, family member 2",0.276839319,8.193995464,6.254558738,0.016136805,0.188543062
ENSMUSG00000030225,232449,Dera,deoxyribose-phosphate aldolase (putative),-0.269556149,5.658182664,6.245148752,0.016211905,0.189092587
ENSMUSG00000040651,218850,Tasor,transcription activation suppressor,0.42803318,4.536175918,6.243092395,0.016228367,0.189092587
ENSMUSG00000078435,216177,AU041133,expressed sequence AU041133,0.985778094,0.940613897,6.238596216,0.016264422,0.189092587
ENSMUSG00000025856,18590,Pdgfa,"platelet derived growth factor, alpha",-0.465323781,4.527369925,6.237582049,0.016272566,0.189092587
ENSMUSG00000057054,103844,Inca1,"inhibitor of CDK, cyclin A1 interacting protein 1",0.510918129,4.538858227,6.240211563,0.016289111,0.189092587
ENSMUSG00000029994,11746,Anxa4,annexin A4,-0.317324759,4.753141619,6.235503793,0.016289269,0.189092587
ENSMUSG00000042790,235315,Rnf214,ring finger protein 214,0.409610404,4.418690777,6.232825478,0.016310823,0.189138754
ENSMUSG00000000031,14955,H19,"H19, imprinted maternally expressed transcript",-2.259704082,1.485570687,6.318293256,0.016362518,0.189330773
ENSMUSG00000032376,235441,Usp3,ubiquitin specific peptidase 3,0.365805219,4.260678831,6.226410537,0.01636257,0.189330773
ENSMUSG00000090231,14962,Cfb,complement factor B,0.695300779,3.292013747,6.221888751,0.016483728,0.190396729
ENSMUSG00000063929,100040843,Cyp4a32,"cytochrome P450, family 4, subfamily a, polypeptide 32",1.16079156,1.160092866,6.210695909,0.01649008,0.190396729
ENSMUSG00000060317,209186,Acnat2,acyl-coenzyme A amino acid N-acyltransferase 2,-0.671369174,4.504144077,6.257726507,0.01653095,0.190471995
ENSMUSG00000047492,16326,Inhbe,inhibin beta-E,-0.53707022,5.884808681,6.243843198,0.016531999,0.190471995
ENSMUSG00000029998,66881,Pcyox1,prenylcysteine oxidase 1,-0.417958073,6.264997688,6.198190397,0.016592311,0.190962417
ENSMUSG00000026874,15139,Hc,hemolytic complement,0.255657123,8.133941818,6.194211294,0.016624982,0.191134008
ENSMUSG00000025366,23943,Esyt1,extended synaptotagmin-like protein 1,-0.488719049,3.929799746,6.191497954,0.0166473,0.191186331
ENSMUSG00000037296,67207,Lsm1,"LSM1 homolog, mRNA degradation associated",-0.462728104,3.50084784,6.185438558,0.016697255,0.191470672
ENSMUSG00000037514,74450,Pank2,pantothenate kinase 2,-0.42365349,3.929546698,6.184180837,0.016707644,0.191470672
ENSMUSG00000026664,16922,Phyh,phytanoyl-CoA hydroxylase,0.315192995,10.14767102,6.171179824,0.016815443,0.192069214
ENSMUSG00000000325,11877,Arvcf,armadillo repeat gene deleted in velocardiofacial syndrome,-0.746298759,2.166855037,6.170898605,0.016817783,0.192069214
ENSMUSG00000031278,50790,Acsl4,acyl-CoA synthetase long-chain family member 4,-0.527645811,5.428195123,6.198135075,0.016824248,0.192069214
ENSMUSG00000037960,68480,Card19,"caspase recruitment domain family, member 19",-0.423697286,3.60870294,6.165322729,0.016864251,0.192069214
ENSMUSG00000037731,230787,Themis2,thymocyte selection associated family member 2,-0.950113034,1.599991619,6.16312638,0.016882592,0.192069214
ENSMUSG00000025764,269424,Jade1,jade family PHD finger 1,0.303621214,5.914246821,6.161913149,0.016892733,0.192069214
ENSMUSG00000015711,229589,Prune1,prune exopolyphosphatase,-0.484885137,4.952767152,6.16594666,0.016900473,0.192069214
ENSMUSG00000025044,20288,Msr1,macrophage scavenger receptor 1,-0.554178708,3.113243738,6.159701302,0.016911238,0.192069214
ENSMUSG00000023505,14793,Cdca3,cell division cycle associated 3,-1.305969399,1.390615599,6.160038699,0.016923817,0.192069214
ENSMUSG00000025037,17161,Maoa,monoamine oxidase A,-0.697295459,2.208610775,6.155662239,0.016945085,0.192069214
ENSMUSG00000027956,70652,Tmem144,transmembrane protein 144,-0.625184697,3.098253279,6.154336755,0.016956208,0.192069214
ENSMUSG00000030894,12751,Tpp1,tripeptidyl peptidase I,-0.31894475,7.085121482,6.149664416,0.01699548,0.192287493
ENSMUSG00000022094,213053,Slc39a14,"solute carrier family 39 (zinc transporter), member 14",0.412003712,5.422009681,6.147795508,0.017011216,0.192287493
ENSMUSG00000043008,239743,Klhl6,kelch-like 6,-0.821377341,1.603434953,6.144447291,0.017039446,0.192404492
ENSMUSG00000059481,18815,Plg,plasminogen,0.371003948,10.4329167,6.134994459,0.017119419,0.192985922
ENSMUSG00000014668,231600,Chfr,checkpoint with forkhead and ring finger domains,0.341466549,3.817826895,6.133156835,0.017135012,0.192985922
ENSMUSG00000024962,22340,Vegfb,vascular endothelial growth factor B,-0.485280101,4.505788383,6.130162392,0.017160454,0.192985922
ENSMUSG00000062646,76051,Ganc,"glucosidase, alpha; neutral C",0.325060051,5.22518653,6.129901419,0.017162673,0.192985922
ENSMUSG00000028345,269536,Tex10,testis expressed gene 10,0.492961332,2.44386118,6.117190234,0.01727114,0.194002852
ENSMUSG00000039046,98910,Usp6nl,USP6 N-terminal like,0.409617846,3.351499173,6.111767832,0.017317633,0.19432226
ENSMUSG00000024805,76073,Pcgf5,polycomb group ring finger 5,0.332539655,4.578215543,6.105767582,0.017369237,0.194660693
ENSMUSG00000073412,16988,Lst1,leukocyte specific transcript 1,-0.904619426,2.266370541,6.103405913,0.017389594,0.194660693
ENSMUSG00000035765,69190,Dym,dymeclin,0.52940492,4.475626822,6.111506649,0.017402062,0.194660693
ENSMUSG00000054008,15531,Ndst1,N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 1,0.286352972,7.744109845,6.095281904,0.017459814,0.194983234
ENSMUSG00000008604,94232,Ubqln4,ubiquilin 4,0.379115035,3.68091022,6.092760337,0.017481671,0.194983234
ENSMUSG00000032392,214424,Parp16,"poly (ADP-ribose) polymerase family, member 16",-0.600305573,3.838045372,6.10239969,0.017485254,0.194983234
ENSMUSG00000055239,74287,Kcmf1,potassium channel modulatory factor 1,0.215675384,5.570110314,6.085729045,0.017542774,0.195422142
ENSMUSG00000025481,76974,Urah,urate (5-hydroxyiso-) hydrolase,0.396856061,8.05523139,6.078762814,0.017603537,0.195896236
ENSMUSG00000026796,227737,Fam129b,"family with sequence similarity 129, member B",-0.672623603,3.032218519,6.073422727,0.017650269,0.196063147
ENSMUSG00000028053,192195,Ash1l,ASH1 like histone lysine methyltransferase,0.293997654,6.171146797,6.072885724,0.017654975,0.196063147
ENSMUSG00000002602,26362,Axl,AXL receptor tyrosine kinase,-0.574858445,4.503025457,6.092890414,0.017676915,0.19610441
ENSMUSG00000022477,11429,Aco2,"aconitase 2, mitochondrial",-0.300638356,7.208528148,6.06694624,0.017707124,0.196237237
ENSMUSG00000090101,73474,Snhg9,small nucleolar RNA host gene 9,0.358696147,5.651175242,6.064580578,0.01772794,0.196265804
ENSMUSG00000031613,15446,Hpgd,hydroxyprostaglandin dehydrogenase 15 (NAD),0.523203289,5.303480718,6.088757879,0.017753175,0.196343177
ENSMUSG00000042705,69456,Commd10,COMM domain containing 10,-0.646493005,2.883707239,6.057300174,0.017792168,0.196572398
ENSMUSG00000026932,67991,Nacc2,"nucleus accumbens associated 2, BEN and BTB (POZ) domain containing",0.32348076,5.219486771,6.054580667,0.017816223,0.196636283
ENSMUSG00000036501,225358,Fam13b,"family with sequence similarity 13, member B",0.515467025,3.395607443,6.050250033,0.017854602,0.196697563
ENSMUSG00000020467,216616,Efemp1,epidermal growth factor-containing fibulin-like extracellular matrix protein 1,-0.647756227,2.3290133,6.047330675,0.017880523,0.196697563
ENSMUSG00000022788,224014,Fgd4,"FYVE, RhoGEF and PH domain containing 4",0.385461513,3.842395858,6.044781978,0.017903187,0.196697563
ENSMUSG00000036403,381644,Cep135,centrosomal protein 135,0.664345899,2.711068653,6.042901498,0.017919928,0.196697563
ENSMUSG00000014601,229707,Strip1,striatin interacting protein 1,0.340717672,3.517636061,6.042022473,0.01792776,0.196697563
ENSMUSG00000005198,20020,Polr2a,polymerase (RNA) II (DNA directed) polypeptide A,-0.26573028,5.20117011,6.041608655,0.017931448,0.196697563
ENSMUSG00000009549,20813,Srp14,signal recognition particle 14,-0.28537738,5.860797844,6.03633382,0.01797853,0.1970132
ENSMUSG00000031731,11765,Ap1g1,"adaptor protein complex AP-1, gamma 1 subunit",0.215775589,5.625403006,6.026929603,0.0180628,0.197381938
ENSMUSG00000032599,76500,Ip6k2,inositol hexaphosphate kinase 2,0.404639399,4.600675031,6.026712062,0.018064754,0.197381938
ENSMUSG00000039047,329777,Pigk,"phosphatidylinositol glycan anchor biosynthesis, class K",-0.292111655,4.302555499,6.025260344,0.018077802,0.197381938
ENSMUSG00000030588,77254,Yif1b,Yip1 interacting factor homolog B (S. cerevisiae),0.352715487,4.698121691,6.022389089,0.018103638,0.197381938
ENSMUSG00000064373,20363,Selenop,selenoprotein P,-0.323581598,11.87284465,6.022360984,0.018103891,0.197381938
ENSMUSG00000029032,230972,Arhgef16,Rho guanine nucleotide exchange factor (GEF) 16,-1.029496629,1.423357398,6.015515378,0.01816565,0.19755381
ENSMUSG00000052926,69724,Rnaseh2a,"ribonuclease H2, large subunit",-0.462246313,3.854174496,6.012688041,0.018191223,0.19755381
ENSMUSG00000078584,230696,AU022252,expressed sequence AU022252,0.312750833,5.766318693,6.010779056,0.018208512,0.19755381
ENSMUSG00000035469,71330,Rcbtb1,regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 1,0.375975431,5.30551502,6.008049748,0.01823326,0.19755381
ENSMUSG00000032098,58866,Treh,trehalase (brush-border membrane glycoprotein),-1.279765806,1.009015447,6.007376204,0.018239373,0.19755381
ENSMUSG00000026547,21346,Tagln2,transgelin 2,-0.772892993,4.935677472,6.086121636,0.018253592,0.19755381
ENSMUSG00000032212,66660,Sltm,"SAFB-like, transcription modulator",0.231284402,5.86590016,6.00240347,0.018284573,0.19755381
ENSMUSG00000029910,56150,Mad2l1,MAD2 mitotic arrest deficient-like 1,-1.066824333,1.523051225,6.001670561,0.018291245,0.19755381
ENSMUSG00000022971,15976,Ifnar2,interferon (alpha and beta) receptor 2,0.324872773,4.67064127,6.000682166,0.018300247,0.19755381
ENSMUSG00000052336,13051,Cx3cr1,chemokine (C-X3-C motif) receptor 1,-1.570703685,2.517366107,6.090335773,0.018304034,0.19755381
ENSMUSG00000046351,218100,Zfp322a,zinc finger protein 322A,0.318133693,4.095055032,5.993944091,0.018361742,0.19755381
ENSMUSG00000075284,215280,Wipf1,"WAS/WASL interacting protein family, member 1",-0.584089029,2.497185959,5.993274223,0.018367867,0.19755381
ENSMUSG00000061979,94254,Rcc1l,reculator of chromosome condensation 1 like,0.374823964,3.703689158,5.992833224,0.018371901,0.19755381
ENSMUSG00000029655,381695,N4bp2l2,NEDD4 binding protein 2-like 2,0.246561989,5.444419015,5.992311845,0.018376672,0.19755381
ENSMUSG00000010911,56369,Apip,APAF1 interacting protein,-0.429726138,3.838429471,5.987242821,0.01842312,0.197770622
ENSMUSG00000020400,57783,Tnip1,TNFAIP3 interacting protein 1,-0.587309361,3.561900875,5.986101393,0.018433597,0.197770622
ENSMUSG00000003378,14809,Grik5,"glutamate receptor, ionotropic, kainate 5 (gamma 2)",1.076072523,0.837689914,5.980564247,0.01848451,0.198119332
ENSMUSG00000004631,20392,Sgce,"sarcoglycan, epsilon",-1.011988379,2.187730597,5.985776255,0.018529248,0.198401237
ENSMUSG00000029468,18439,P2rx7,"purinergic receptor P2X, ligand-gated ion channel, 7",-0.89096206,1.228826469,5.972790759,0.01855624,0.198492744
ENSMUSG00000028289,13841,Epha7,Eph receptor A7,-0.852685114,2.066629584,5.965878786,0.018620272,0.198979884
ENSMUSG00000022521,12914,Crebbp,CREB binding protein,0.261337358,6.076227198,5.958620845,0.018687763,0.199502997
ENSMUSG00000049775,19241,Tmsb4x,"thymosin, beta 4, X chromosome",-1.012270551,7.442047497,6.06472091,0.018715687,0.199603079
ENSMUSG00000038010,76138,Ccdc138,coiled-coil domain containing 138,0.896721743,1.209486465,5.946771722,0.018798513,0.200287919
ENSMUSG00000038611,101471,Phrf1,PHD and ring finger domains 1,0.430329664,4.156155069,5.94262493,0.018837438,0.200372455
ENSMUSG00000026743,17354,Mllt10,"myeloid/lymphoid or mixed-lineage leukemia; translocated to, 10",0.357070694,5.54243978,5.941778791,0.018845391,0.200372455
ENSMUSG00000017754,18830,Pltp,phospholipid transfer protein,-0.780773203,5.188796191,6.019958827,0.018893829,0.200372455
ENSMUSG00000018965,22629,Ywhah,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta polypeptide",-0.374334056,5.258210125,5.936122392,0.01889865,0.200372455
ENSMUSG00000027330,12531,Cdc25b,cell division cycle 25B,-1.057567617,1.030444031,5.935199377,0.018907356,0.200372455
ENSMUSG00000029119,17160,Man2b2,"mannosidase 2, alpha B2",-0.645099375,2.29009105,5.933867566,0.018919925,0.200372455
ENSMUSG00000033799,105203,Tasor2,transcription activation suppressor family member 2,0.568387787,2.717097268,5.93208224,0.018936789,0.200372455
ENSMUSG00000029366,13178,Dck,deoxycytidine kinase,-0.687085686,1.463888143,5.925868378,0.01899561,0.200797404
ENSMUSG00000015094,18146,Npdc1,"neural proliferation, differentiation and control 1",-0.984658129,2.169710609,5.927476824,0.019035457,0.200827421
ENSMUSG00000020326,12450,Ccng1,cyclin G1,-0.403966962,4.973579153,5.920909835,0.019042688,0.200827421
ENSMUSG00000042349,56489,Ikbke,inhibitor of kappaB kinase epsilon,-0.601941091,2.861377456,5.919674451,0.019054437,0.200827421
