"","gene.id","entrez","symbol","gene.name","logFC","logCPM","F","PValue","FDR"
"ENSMUSG00000036180","ENSMUSG00000036180","234366","Gatad2a","GATA zinc finger domain containing 2A",-0.214147857322558,5.0711139680858,1.12910450335105,0.293352438402048,0.559092550824595
"ENSMUSG00000038412","ENSMUSG00000038412","56295","Higd1a","HIG1 domain family, member 1A",-0.12546546093336,7.08271840657523,1.12815420900116,0.293553294032175,0.559366572334302
"ENSMUSG00000039841","ENSMUSG00000039841","627049","Zfp800","zinc finger protein 800",0.173922152577153,4.51373399586654,1.12627325313142,0.293951386220061,0.560016249019556
"ENSMUSG00000030138","ENSMUSG00000030138","213895","Bms1","BMS1, ribosome biogenesis factor",-0.192535860981736,4.82172706807683,1.12547088341487,0.294121417451895,0.56006044164916
"ENSMUSG00000027002","ENSMUSG00000027002","50884","Nckap1","NCK-associated protein 1",-0.176905017591083,6.24554323443492,1.12541477700438,0.294133311848392,0.56006044164916
"ENSMUSG00000024947","ENSMUSG00000024947","17283","Men1","multiple endocrine neoplasia 1",-0.168451690772476,4.11246330024622,1.12535478858757,0.294146029915125,0.56006044164916
"ENSMUSG00000031105","ENSMUSG00000031105","20523","Slc25a14","solute carrier family 25 (mitochondrial carrier, brain), member 14",-0.390410651096668,1.91127440544022,1.12445230567167,0.294337451017529,0.560316048945567
"ENSMUSG00000031841","ENSMUSG00000031841","12554","Cdh13","cadherin 13",-0.272404829175879,3.08176182632557,1.12402016417212,0.294429168087069,0.560381792047635
"ENSMUSG00000028899","ENSMUSG00000028899","66464","Taf12","TATA-box binding protein associated factor 12",-0.232187556305661,3.5023383203345,1.12265195758813,0.294719801017953,0.560780060862574
"ENSMUSG00000025580","ENSMUSG00000025580","192170","Eif4a3","eukaryotic translation initiation factor 4A3",-0.144049090645856,5.56474405151622,1.12210754076505,0.294835549877104,0.560780060862574
"ENSMUSG00000008035","ENSMUSG00000008035","68041","Mid1ip1","Mid1 interacting protein 1 (gastrulation specific G12-like (zebrafish))",-0.20595648122097,4.6813651138061,1.12147457553439,0.294970199913225,0.560780060862574
"ENSMUSG00000033530","ENSMUSG00000033530","104718","Ttc7b","tetratricopeptide repeat domain 7B",-0.301012662451592,2.69936711299419,1.12141346409422,0.294983204348148,0.560780060862574
"ENSMUSG00000036061","ENSMUSG00000036061","71726","Smug1","single-strand selective monofunctional uracil DNA glycosylase",-0.263315969146625,3.36420158662361,1.12136596938257,0.294993311679413,0.560780060862574
"ENSMUSG00000073471","ENSMUSG00000073471","66832","Rsph3a","radial spoke 3A homolog (Chlamydomonas)",-0.285385051267696,4.01399710661339,1.12207125630398,0.29506954042221,0.560780060862574
"ENSMUSG00000026153","ENSMUSG00000026153","68187","Fam135a","family with sequence similarity 135, member A",-0.206881934969491,4.25085484012084,1.12098287782871,0.295074853828233,0.560780060862574
"ENSMUSG00000000301","ENSMUSG00000000301","18618","Pemt","phosphatidylethanolamine N-methyltransferase",-0.12644113767043,7.79327756435409,1.12056459873544,0.295163919457797,0.560780060862574
"ENSMUSG00000027286","ENSMUSG00000027286","66606","Lrrc57","leucine rich repeat containing 57",-0.452237209160089,2.62751972929317,1.12186496373469,0.295165104480892,0.560780060862574
"ENSMUSG00000032527","ENSMUSG00000032527","66904","Pccb","propionyl Coenzyme A carboxylase, beta polypeptide",-0.136035112671038,7.08251811918545,1.12034522135473,0.295210646325512,0.560780060862574
"ENSMUSG00000024085","ENSMUSG00000024085","17158","Man2a1","mannosidase 2, alpha 1",-0.274545985223387,6.67124284582356,1.12512541396831,0.295428584400996,0.560938160980784
"ENSMUSG00000030512","ENSMUSG00000030512","68981","Snrpa1","small nuclear ribonucleoprotein polypeptide A'",-0.191901107732791,3.78894233504507,1.11915547770593,0.295464227759392,0.560938160980784
"ENSMUSG00000046079","ENSMUSG00000046079","231549","Lrrc8d","leucine rich repeat containing 8D",-0.186287947099739,4.62529332792878,1.11914908762577,0.29546559050845,0.560938160980784
"ENSMUSG00000026798","ENSMUSG00000026798","227683","Coq4","coenzyme Q4",-0.338223473672234,2.4397658197832,1.11672151667404,0.29598389089283,0.561813312173103
"ENSMUSG00000060904","ENSMUSG00000060904","104303","Arl1","ADP-ribosylation factor-like 1",-0.157724058149056,5.84789932631057,1.11610070418052,0.296116629223533,0.561956422616311
"ENSMUSG00000038400","ENSMUSG00000038400","65112","Pmepa1","prostate transmembrane protein, androgen induced 1",-0.396843962490543,4.09508845369809,1.1215691853539,0.296196652658186,0.561999457124923
"ENSMUSG00000025494","ENSMUSG00000025494","24058","Sigirr","single immunoglobulin and toll-interleukin 1 receptor (TIR) domain",-0.23588275019203,3.36254123268265,1.11507597184839,0.296335901984944,0.562154827613715
"ENSMUSG00000009575","ENSMUSG00000009575","12419","Cbx5","chromobox 5",0.13826314366667,5.45546148780327,1.11312002882866,0.296755027068736,0.562803445171134
"ENSMUSG00000000275","ENSMUSG00000000275","217069","Trim25","tripartite motif-containing 25",-0.156156187322438,6.53863883593344,1.11294451842449,0.296792673943308,0.562803445171134
"ENSMUSG00000075000","ENSMUSG00000075000","641340","Nrbf2","nuclear receptor binding factor 2",-0.180730905730749,5.07764630702878,1.11257231734573,0.296872531580073,0.562845968172706
"ENSMUSG00000035011","ENSMUSG00000035011","16969","Zbtb7a","zinc finger and BTB domain containing 7a",-0.128847282676952,6.4769182245412,1.11171168596507,0.297057292401169,0.563087324087322
"ENSMUSG00000048120","ENSMUSG00000048120","12495","Entpd1","ectonucleoside triphosphate diphosphohydrolase 1",-0.444703532358494,1.82325428704708,1.10966860975901,0.297496505776607,0.563644733550318
"ENSMUSG00000027011","ENSMUSG00000027011","22193","Ube2e3","ubiquitin-conjugating enzyme E2E 3",-0.154374886771306,5.38790082000094,1.10965728573494,0.297498942549977,0.563644733550318
"ENSMUSG00000046532","ENSMUSG00000046532","11835","Ar","androgen receptor",-0.18421836623723,4.86811644115226,1.10915578592889,0.297606884651047,0.563644733550318
"ENSMUSG00000021135","ENSMUSG00000021135","20493","Slc10a1","solute carrier family 10 (sodium/bile acid cotransporter family), member 1",0.258985516036332,8.08066035681375,1.11461813985443,0.29763073387872,0.563644733550318
"ENSMUSG00000004626","ENSMUSG00000004626","20911","Stxbp2","syntaxin binding protein 2",-0.231845258266897,4.71127997582105,1.1088300028665,0.297710508438303,0.563644733550318
"ENSMUSG00000025404","ENSMUSG00000025404","71750","R3hdm2","R3H domain containing 2",-0.175087579627378,5.67420706877249,1.10790920005981,0.297875420854298,0.563644733550318
"ENSMUSG00000035234","ENSMUSG00000035234","70681","Abraxas1","BRCA1 A complex subunit",-0.369183681437421,2.65103072881838,1.10772493101271,0.297915142587787,0.563644733550318
"ENSMUSG00000025823","ENSMUSG00000025823","12304","Pdia4","protein disulfide isomerase associated 4",0.264971609865666,6.845807157472,1.11286506207638,0.297997281287937,0.563644733550318
"ENSMUSG00000037286","ENSMUSG00000037286","20842","Stag1","stromal antigen 1",-0.214565789198295,4.17294883695005,1.10713325365014,0.298042733835978,0.563644733550318
"ENSMUSG00000021611","ENSMUSG00000021611","21752","Tert","telomerase reverse transcriptase",0.403810033437906,2.57558415325745,1.10659860800833,0.298158088307729,0.563644733550318
"ENSMUSG00000032869","ENSMUSG00000032869","228769","Psmf1","proteasome (prosome, macropain) inhibitor subunit 1",-0.21028725412653,4.81100805817232,1.10632378299413,0.298217407027298,0.563644733550318
"ENSMUSG00000025920","ENSMUSG00000025920","29819","Stau2","staufen double-stranded RNA binding protein 2",-0.325740873932501,2.18735567272575,1.10582166281952,0.298325825580562,0.563644733550318
"ENSMUSG00000027770","ENSMUSG00000027770","72162","Dhx36","DEAH (Asp-Glu-Ala-His) box polypeptide 36",-0.141040785507614,5.28476231548846,1.10570327307084,0.298351396018848,0.563644733550318
"ENSMUSG00000021335","ENSMUSG00000021335","20504","Slc17a1","solute carrier family 17 (sodium phosphate), member 1",0.240763292350394,3.65158451605309,1.10559581179311,0.298374608561706,0.563644733550318
"ENSMUSG00000064899","ENSMUSG00000064899","100216530","Snord118","small nucleolar RNA, C/D box 118",0.201683568926317,6.23891630850678,1.10646322021646,0.298381256269883,0.563644733550318
"ENSMUSG00000027004","ENSMUSG00000027004","20378","Frzb","frizzled-related protein",-0.505435766553124,2.15255536694466,1.10598521520074,0.298403112939326,0.563644733550318
"ENSMUSG00000029238","ENSMUSG00000029238","12753","Clock","circadian locomotor output cycles kaput",0.184288561582632,4.97601566060957,1.10533129829807,0.298431755817858,0.563644733550318
"ENSMUSG00000029446","ENSMUSG00000029446","100678","Psph","phosphoserine phosphatase",-0.472704394480712,2.00431226811122,1.10510226770945,0.298481248727533,0.563644733550318
"ENSMUSG00000040760","ENSMUSG00000040760","72993","Appl1","adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 1",-0.206291620283938,4.5900047988258,1.10500858896778,0.298501495565672,0.563644733550318
"ENSMUSG00000026782","ENSMUSG00000026782","329165","Abi2","abl-interactor 2",-0.452936121283332,2.37046994659199,1.10513645432908,0.29850164970675,0.563644733550318
"ENSMUSG00000027605","ENSMUSG00000027605","60525","Acss2","acyl-CoA synthetase short-chain family member 2",-0.329650885161983,6.36981694741236,1.11136752218769,0.298655147108301,0.56374459275488
"ENSMUSG00000040560","ENSMUSG00000040560","104082","Wdr7","WD repeat domain 7",-0.205063936771495,3.74868094520744,1.1042311929515,0.298669584243198,0.56374459275488
"ENSMUSG00000086859","ENSMUSG00000086859","76972","Snhg20","small nucleolar RNA host gene 20",0.280838450126929,3.59167145938457,1.10275394000064,0.29898933902458,0.564239461282665
"ENSMUSG00000025903","ENSMUSG00000025903","18777","Lypla1","lysophospholipase 1",-0.156270462442404,6.19074593014491,1.10173550409366,0.299210043906429,0.564395341967428
"ENSMUSG00000026730","ENSMUSG00000026730","19212","Pter","phosphotriesterase related",-0.263653087036906,5.07391423450881,1.10433945585793,0.299244505574634,0.564395341967428
"ENSMUSG00000041849","ENSMUSG00000041849","239319","Card6","caspase recruitment domain family, member 6",0.285314260158624,3.03135983739995,1.1012120010195,0.299323575426998,0.564395341967428
"ENSMUSG00000074218","ENSMUSG00000074218","12865","Cox7a1","cytochrome c oxidase subunit 7A1",-0.435467019977161,1.80527146925721,1.10105413106375,0.299357823622834,0.564395341967428
"ENSMUSG00000031487","ENSMUSG00000031487","66653","Brf2","BRF2, RNA polymerase III transcription initiation factor 50kDa subunit",-0.27333236345601,2.88453332533835,1.10079107317819,0.299414902661702,0.564395341967428
"ENSMUSG00000035566","ENSMUSG00000035566","219228","Pcdh17","protocadherin 17",-0.340687079967479,3.53230605796541,1.1023019422265,0.299479763775176,0.564395341967428
"ENSMUSG00000052040","ENSMUSG00000052040","50794","Klf13","Kruppel-like factor 13",-0.187306470651251,6.12636592343241,1.10032510539327,0.299516044797412,0.564395341967428
"ENSMUSG00000026788","ENSMUSG00000026788","71834","Zbtb43","zinc finger and BTB domain containing 43",0.196897825720075,4.21454272094526,1.09998755574174,0.299589340790468,0.564395341967428
"ENSMUSG00000039725","ENSMUSG00000039725","381406","Trp53rka","transformation related protein 53 regulating kinase A",-0.209291896140961,3.44155704079428,1.09998331337388,0.299590262134139,0.564395341967428
"ENSMUSG00000057236","ENSMUSG00000057236","19646","Rbbp4","retinoblastoma binding protein 4, chromatin remodeling factor",0.112355406877694,6.26584128082818,1.09935814980453,0.299726073880975,0.564542672310889
"ENSMUSG00000074030","ENSMUSG00000074030","102058","Exoc8","exocyst complex component 8",-0.255293126279284,3.00645290403259,1.09862570793805,0.299885294026706,0.564734027951907
"ENSMUSG00000075602","ENSMUSG00000075602","110454","Ly6a","lymphocyte antigen 6 complex, locus A",-0.535444081097687,3.78137765573211,1.10539936439113,0.300010784924796,0.564812108786938
"ENSMUSG00000024451","ENSMUSG00000024451","106952","Arap3","ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3",-0.277860863552868,3.07523799048519,1.09779609940074,0.300065770959301,0.564812108786938
"ENSMUSG00000032725","ENSMUSG00000032725","14276","Folr2","folate receptor 2 (fetal)",-0.321972288404279,2.78230560560314,1.09737299548799,0.300157870006694,0.564812108786938
"ENSMUSG00000025224","ENSMUSG00000025224","107338","Gbf1","golgi-specific brefeldin A-resistance factor 1",0.166443618379654,5.14326580450618,1.09716077956889,0.300204078068004,0.564812108786938
"ENSMUSG00000027865","ENSMUSG00000027865","14547","Gdap2","ganglioside-induced differentiation-associated-protein 2",-0.205031035205629,4.54888676861713,1.09711096546547,0.300214925986853,0.564812108786938
"ENSMUSG00000071256","ENSMUSG00000071256","449521","Zfp213","zinc finger protein 213",0.372940621189482,2.34313267707308,1.09559961720782,0.3005442947633,0.565133979132458
"ENSMUSG00000027210","ENSMUSG00000027210","17536","Meis2","Meis homeobox 2",-0.211789662632486,4.06537943870276,1.09551135818157,0.300563543789066,0.565133979132458
"ENSMUSG00000021044","ENSMUSG00000021044","72113","Adck1","aarF domain containing kinase 1",-0.248022749203538,3.37375689196273,1.09516445820054,0.300639217352463,0.565133979132458
"ENSMUSG00000002227","ENSMUSG00000002227","17454","Mov10","Moloney leukemia virus 10",-0.260426137860909,3.40552505991344,1.09488744153153,0.300699664424902,0.565133979132458
"ENSMUSG00000048865","ENSMUSG00000048865","226652","Arhgap30","Rho GTPase activating protein 30",-0.36955702527179,2.6035664276443,1.09444323197883,0.300796627625284,0.565133979132458
"ENSMUSG00000014418","ENSMUSG00000014418","246694","Hps5","HPS5, biogenesis of lysosomal organelles complex 2 subunit 2",-0.221995436851156,2.91145518135116,1.09400289681619,0.300892785756949,0.565133979132458
"ENSMUSG00000036285","ENSMUSG00000036285","56412","Noa1","nitric oxide associated 1",-0.327691142564951,2.48931906415179,1.09359851864108,0.300981127451334,0.565133979132458
"ENSMUSG00000022404","ENSMUSG00000022404","20524","Slc25a17","solute carrier family 25 (mitochondrial carrier, peroxisomal membrane protein), member 17",-0.223186610926213,5.09251129591603,1.09407497726074,0.300985572637911,0.565133979132458
"ENSMUSG00000026395","ENSMUSG00000026395","19264","Ptprc","protein tyrosine phosphatase, receptor type, C",-0.451643599472205,3.5870264723235,1.09909565567231,0.301031960720357,0.565133979132458
"ENSMUSG00000002803","ENSMUSG00000002803","399566","Btbd6","BTB (POZ) domain containing 6",0.222828406442311,3.44487857323181,1.09331497444387,0.301043091761649,0.565133979132458
"ENSMUSG00000059974","ENSMUSG00000059974","235106","Ntm","neurotrimin",0.316146503072602,2.46726631872178,1.09329226353723,0.301048055614801,0.565133979132458
"ENSMUSG00000038160","ENSMUSG00000038160","11793","Atg5","autophagy related 5",-0.110814619366902,6.19172802740776,1.09302088271744,0.301107378830104,0.565133979132458
"ENSMUSG00000026238","ENSMUSG00000026238","19231","Ptma","prothymosin alpha",-0.112465213898794,8.43247641921432,1.09256742418862,0.301206538177722,0.565133979132458
"ENSMUSG00000023019","ENSMUSG00000023019","14555","Gpd1","glycerol-3-phosphate dehydrogenase 1 (soluble)",-0.159022979906178,7.79792570086519,1.09251121353496,0.301218832952889,0.565133979132458
"ENSMUSG00000041236","ENSMUSG00000041236","218035","Vps41","VPS41 HOPS complex subunit",-0.177510371992456,5.47897754681035,1.09228963838152,0.30126730381292,0.565133979132458
"ENSMUSG00000021681","ENSMUSG00000021681","66549","Aggf1","angiogenic factor with G patch and FHA domains 1",-0.196644413872468,4.87865766931433,1.09210054305001,0.301308677649704,0.565133979132458
"ENSMUSG00000038780","ENSMUSG00000038780","75788","Smurf1","SMAD specific E3 ubiquitin protein ligase 1",-0.219765911306363,3.21906700744635,1.09179887580777,0.301374697588685,0.565149643392482
"ENSMUSG00000014426","ENSMUSG00000014426","26407","Map3k4","mitogen-activated protein kinase kinase kinase 4",-0.177424895098646,4.00626018869156,1.09115238746954,0.30151624590734,0.5652129251278
"ENSMUSG00000040302","ENSMUSG00000040302","269623","Rbm48","RNA binding motif protein 48",-0.261675783672756,2.76671854638419,1.09111792860279,0.301523793119198,0.5652129251278
"ENSMUSG00000025060","ENSMUSG00000025060","20874","Slk","STE20-like kinase",-0.199867305362181,5.24421845138129,1.09048114740322,0.301663306331184,0.565366303699676
"ENSMUSG00000018796","ENSMUSG00000018796","14081","Acsl1","acyl-CoA synthetase long-chain family member 1",0.149318226670197,9.80874566562332,1.08987744310177,0.301795651262977,0.565484050565984
"ENSMUSG00000036561","ENSMUSG00000036561","71474","Ppp6r2","protein phosphatase 6, regulatory subunit 2",-0.249795043627397,2.95719988026316,1.08928967268849,0.301924576691031,0.565484050565984
"ENSMUSG00000018199","ENSMUSG00000018199","20822","Ro60","Ro60, Y RNA binding protein",-0.265858495669113,3.19317617019106,1.08924556891269,0.301934253631647,0.565484050565984
"ENSMUSG00000048058","ENSMUSG00000048058","241576","Ldlrad3","low density lipoprotein receptor class A domain containing 3",-0.259413649921699,2.71925609497106,1.08911217951414,0.301963523485036,0.565484050565984
"ENSMUSG00000032127","ENSMUSG00000032127","71732","Vps11","VPS11, CORVET/HOPS core subunit",-0.185542316385438,3.51344700592936,1.08872063315281,0.302049462753362,0.565484050565984
"ENSMUSG00000023175","ENSMUSG00000023175","12215","Bsg","basigin",-0.195054656983923,7.20266618898391,1.08970001711546,0.302119157582821,0.565484050565984
"ENSMUSG00000000378","ENSMUSG00000000378","216527","Ccm2","cerebral cavernous malformation 2",-0.227826435918243,3.83292847668417,1.08817262043689,0.302169798491233,0.565484050565984
"ENSMUSG00000025204","ENSMUSG00000025204","67264","Ndufb8","NADH:ubiquinone oxidoreductase subunit B8",-0.115208326829054,7.69336314913355,1.0880908827747,0.302187752327965,0.565484050565984
"ENSMUSG00000024942","ENSMUSG00000024942","12333","Capn1","calpain 1",-0.333548681046473,2.75259334836368,1.08710891488958,0.302403553505778,0.565484862722105
"ENSMUSG00000069895","ENSMUSG00000069895","52335","Atxn1l","ataxin 1-like",-0.308593589769888,2.78339713042785,1.08703619741319,0.30241954227077,0.565484862722105
"ENSMUSG00000020534","ENSMUSG00000020534","20425","Shmt1","serine hydroxymethyltransferase 1 (soluble)",-0.131767871401375,7.08418763942137,1.08670776976954,0.302491769236772,0.565484862722105
"ENSMUSG00000039509","ENSMUSG00000039509","234865","Nup133","nucleoporin 133",-0.297542558060305,2.7905466603878,1.08666540624919,0.302501087370456,0.565484862722105
"ENSMUSG00000014769","ENSMUSG00000014769","19170","Psmb1","proteasome (prosome, macropain) subunit, beta type 1",-0.128780580078222,7.25071536418275,1.08654263059263,0.302528094819046,0.565484862722105
"ENSMUSG00000006527","ENSMUSG00000006527","54650","Sfmbt1","Scm-like with four mbt domains 1",0.138799951835267,4.89588727769774,1.08651396229522,0.302534401556326,0.565484862722105
"ENSMUSG00000010392","ENSMUSG00000010392","53334","Gosr1","golgi SNAP receptor complex member 1",-0.380857685068111,2.50944680598504,1.08603406532355,0.30263999982491,0.565574370382174
"ENSMUSG00000047496","ENSMUSG00000047496","320311","Rnf152","ring finger protein 152",-0.150836368278248,6.85039096130013,1.08353030118042,0.303191726714147,0.566489076096174
"ENSMUSG00000020914","ENSMUSG00000020914","21973","Top2a","topoisomerase (DNA) II alpha",-0.497171666968618,2.53824123985043,1.085619712665,0.303265382482415,0.566489076096174
"ENSMUSG00000026938","ENSMUSG00000026938","14133","Fcna","ficolin A",0.265671099672361,4.97678311096221,1.08557523460931,0.303334610945362,0.566489076096174
"ENSMUSG00000040451","ENSMUSG00000040451","208449","Sgms1","sphingomyelin synthase 1",-0.203679050704486,4.02924709382709,1.08254517037333,0.303409173067594,0.566489076096174
"ENSMUSG00000021796","ENSMUSG00000021796","12166","Bmpr1a","bone morphogenetic protein receptor, type 1A",-0.178802864184506,3.84632357951346,1.08250300047004,0.303418485758043,0.566489076096174
"ENSMUSG00000026421","ENSMUSG00000026421","13007","Csrp1","cysteine and glycine-rich protein 1",-0.43145762382254,3.38331990995331,1.08557401261345,0.303713279827575,0.566931455678141
"ENSMUSG00000032788","ENSMUSG00000032788","216134","Pdxk","pyridoxal (pyridoxine, vitamin B6) kinase",-0.203056092866387,5.40735275285202,1.08031035480412,0.303903224384265,0.567177984948733
"ENSMUSG00000055401","ENSMUSG00000055401","50762","Fbxo6","F-box protein 6",-0.168426048395221,5.06500595756792,1.07900431729444,0.30419244252743,0.567609660466263
"ENSMUSG00000031129","ENSMUSG00000031129","331004","Slc9a9","solute carrier family 9 (sodium/hydrogen exchanger), member 9",-0.366128291411312,2.40856503499924,1.07855914962762,0.304291106696192,0.56765366270713
"ENSMUSG00000032114","ENSMUSG00000032114","14385","Slc37a4","solute carrier family 37 (glucose-6-phosphate transporter), member 4",-0.16642789495322,6.43958281937112,1.07837527515257,0.304331871822782,0.56765366270713
"ENSMUSG00000034563","ENSMUSG00000034563","72278","Ccpg1","cell cycle progression 1",-0.147526896010511,4.38959485961299,1.07796827651661,0.304422129437014,0.567713961652281
"ENSMUSG00000056673","ENSMUSG00000056673","20592","Kdm5d","lysine (K)-specific demethylase 5D",0.225586560474163,3.17992674390937,1.07656021319978,0.304734660172294,0.56818867383723
"ENSMUSG00000020883","ENSMUSG00000020883","72194","Fbxl20","F-box and leucine-rich repeat protein 20",-0.221806469249325,3.96481998901662,1.07605703495865,0.304846447417418,0.568288983201577
"ENSMUSG00000051716","ENSMUSG00000051716","28194","Apon","apolipoprotein N",-0.142921771276954,7.87402093383088,1.07550418155694,0.304969333137832,0.568409940043885
"ENSMUSG00000032624","ENSMUSG00000032624","78798","Eml4","echinoderm microtubule associated protein like 4",0.177613510356393,3.92075370742691,1.07481963456576,0.30512158189797,0.568561231601831
"ENSMUSG00000021496","ENSMUSG00000021496","72562","Pcbd2","pterin 4 alpha carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1) 2",-0.143599620466305,5.48088545700122,1.07461758485152,0.305166538594452,0.568561231601831
"ENSMUSG00000027655","ENSMUSG00000027655","71715","Dhx35","DEAH (Asp-Glu-Ala-His) box polypeptide 35",-0.39295574097409,1.87800075945221,1.07375545916662,0.305358462755432,0.568785455984838
"ENSMUSG00000042185","ENSMUSG00000042185","235134","Nfrkb","nuclear factor related to kappa B binding protein",-0.255898686494693,3.12364895961307,1.07355565123538,0.305402966264512,0.568785455984838
"ENSMUSG00000024082","ENSMUSG00000024082","73694","Ndufaf7","NADH:ubiquinone oxidoreductase complex assembly factor 7",-0.254504563296994,2.94242519840524,1.07242575313052,0.305654791648567,0.569084876329194
"ENSMUSG00000030498","ENSMUSG00000030498","14453","Gas2","growth arrest specific 2",-0.24764403514862,5.2085089416216,1.07454393088214,0.305679876428253,0.569084876329194
"ENSMUSG00000026767","ENSMUSG00000026767","66960","Mindy3","MINDY lysine 48 deubiquitinase 3",-0.169926942237453,4.42607600068084,1.07137867014886,0.305888405035813,0.569251253465027
"ENSMUSG00000026279","ENSMUSG00000026279","67026","Thap4","THAP domain containing 4",-0.247234678831824,3.99704276693151,1.07136144336009,0.305892250459023,0.569251253465027
"ENSMUSG00000042594","ENSMUSG00000042594","16923","Sh2b3","SH2B adaptor protein 3",-0.231042900664633,3.40766670085105,1.07113185844182,0.305943505306153,0.569251253465027
"ENSMUSG00000068036","ENSMUSG00000068036","17356","Afdn","afadin, adherens junction formation factor",-0.147209875271641,5.63871452030021,1.0701733796397,0.306157608611236,0.569345288521333
"ENSMUSG00000040488","ENSMUSG00000040488","108075","Ltbp4","latent transforming growth factor beta binding protein 4",-0.23533885302151,4.23588777001457,1.06990497222282,0.306217600538944,0.569345288521333
"ENSMUSG00000019969","ENSMUSG00000019969","19164","Psen1","presenilin 1",-0.232205244981717,4.05939476930933,1.06968390750871,0.306267022556328,0.569345288521333
"ENSMUSG00000049760","ENSMUSG00000049760","224904","Micos13","mitochondrial contact site and cristae organizing system subunit 13",0.144021327847693,6.25639218328679,1.06955948139278,0.306294844348992,0.569345288521333
"ENSMUSG00000042842","ENSMUSG00000042842","20708","Serpinb6b","serine (or cysteine) peptidase inhibitor, clade B, member 6b",-0.497106057832921,2.48553375870332,1.07123651644694,0.306344057608282,0.569345288521333
"ENSMUSG00000025645","ENSMUSG00000025645","66658","Ccdc51","coiled-coil domain containing 51",-0.340250233003857,2.32826378292358,1.06911613433456,0.30639400436726,0.569345288521333
"ENSMUSG00000044700","ENSMUSG00000044700","230917","Tmem201","transmembrane protein 201",-0.238896755274542,3.3122382859554,1.06908611741259,0.306400719557297,0.569345288521333
"ENSMUSG00000079109","ENSMUSG00000079109","18861","Pms2","PMS1 homolog2, mismatch repair system component",-0.381765918841678,1.65891062542064,1.06794685517481,0.306655732039406,0.569711123030556
"ENSMUSG00000031539","ENSMUSG00000031539","64933","Ap3m2","adaptor-related protein complex 3, mu 2 subunit",-0.3992049499168,2.02468484195592,1.06719921184307,0.306823237349131,0.569822193441132
"ENSMUSG00000071647","ENSMUSG00000071647","225898","Eml3","echinoderm microtubule associated protein like 3",-0.188618380753851,3.69753039453604,1.06716097378005,0.306831807631516,0.569822193441132
"ENSMUSG00000027086","ENSMUSG00000027086","320720","Fastkd1","FAST kinase domains 1",0.238321960807161,3.87942425222383,1.06635729677031,0.307012008866962,0.570039486427581
"ENSMUSG00000026566","ENSMUSG00000026566","68481","Mpzl1","myelin protein zero-like 1",-0.485742669863191,2.43409150759224,1.06747934460112,0.307065147841959,0.570039486427581
"ENSMUSG00000029141","ENSMUSG00000029141","20534","Slc4a1ap","solute carrier family 4 (anion exchanger), member 1, adaptor protein",-0.239382024569213,3.55985074867663,1.06519862339238,0.307272054671371,0.570315556018832
"ENSMUSG00000068245","ENSMUSG00000068245","219132","Phf11d","PHD finger protein 11D",-0.401675755601609,2.59360679838816,1.06391924372354,0.307559530371418,0.570741033448191
"ENSMUSG00000046159","ENSMUSG00000046159","12671","Chrm3","cholinergic receptor, muscarinic 3, cardiac",-0.397790867682778,2.86242389702545,1.06449989142253,0.3077104539243,0.570774478198419
"ENSMUSG00000038451","ENSMUSG00000038451","14794","Spsb2","splA/ryanodine receptor domain and SOCS box containing 2",-0.211652437045801,3.87423835171585,1.06279221265778,0.307813068959872,0.570774478198419
"ENSMUSG00000046753","ENSMUSG00000046753","320234","Ccdc66","coiled-coil domain containing 66",-0.269386215825525,3.01743259729782,1.06268128298333,0.307838038845954,0.570774478198419
"ENSMUSG00000041779","ENSMUSG00000041779","170829","Tram2","translocating chain-associating membrane protein 2",0.18753118378482,3.99853779784938,1.06266635705497,0.307841398825862,0.570774478198419
"ENSMUSG00000024298","ENSMUSG00000024298","208292","Zfp871","zinc finger protein 871",0.154730825105483,6.52031944936327,1.06246118362973,0.307887590403151,0.570774478198419
"ENSMUSG00000040795","ENSMUSG00000040795","230767","Iqcc","IQ motif containing C",-0.347424264655802,2.19160547424097,1.06228613661848,0.307927006758678,0.570774478198419
"ENSMUSG00000070056","ENSMUSG00000070056","52065","Mfhas1","malignant fibrous histiocytoma amplified sequence 1",0.181357783056084,4.75887388506308,1.06202533048403,0.307985746412055,0.570775399931568
"ENSMUSG00000063480","ENSMUSG00000063480","20826","Snu13","SNU13 homolog, small nuclear ribonucleoprotein (U4/U6.U5)",-0.12715897424761,5.33172133959739,1.06170397320956,0.308058144043318,0.570801628214127
"ENSMUSG00000060261","ENSMUSG00000060261","14886","Gtf2i","general transcription factor II I",-0.138514102942107,5.81552453280803,1.0611705600341,0.308178364969254,0.57087750926137
"ENSMUSG00000029472","ENSMUSG00000029472","59008","Anapc5","anaphase-promoting complex subunit 5",-0.195457167533724,5.60724701332614,1.06100539665341,0.308215602194072,0.57087750926137
"ENSMUSG00000038351","ENSMUSG00000038351","97761","Sgsm2","small G protein signaling modulator 2",-0.320217352550517,2.74468210798342,1.06070906881408,0.308282426317098,0.570893382068701
"ENSMUSG00000049686","ENSMUSG00000049686","109305","Orai1","ORAI calcium release-activated calcium modulator 1",-0.231420459409902,3.500691153575,1.05987984360071,0.308469524946272,0.571127779241586
